UID,TERM,PELL,GRADUATED
1062467,201784,2960.0,Yes
1022963,201674,683.0,Yes
1062549,201674,1633.0,Yes
1062912,201674,2908.0,No
1062064,201674,2683.0,Yes
1062098,201674,2908.0,Yes
1061351,201674,2883.0,Yes
1062743,201894,473.0,No
1062521,201674,2908.0,No
1062524,201674,2908.0,No
1063790,201784,1035.0,Yes
1063723,201894,3048.0,Yes
1063271,202344,2623.0,No
1063399,201784,2960.0,Yes
1063426,201674,2133.0,Yes
1063427,201894,1473.0,Yes
1063437,201784,835.0,Yes
1063950,201784,1785.0,Yes
1064509,201674,2908.0,Yes
1069590,201674,2908.0,No
1069592,201674,2908.0,No
1069593,201674,2033.0,Yes
1069655,201674,1483.0,No
1069656,201674,2908.0,No
1069658,201674,2908.0,Yes
1069785,201784,1485.0,No
1070363,201784,1385.0,No
1069777,201674,1933.0,Yes
1070487,201898,3048.0,Yes
1071327,201674,617.0,No
1071609,201784,2535.0,Yes
1071257,201674,583.0,Yes
1071254,201784,1735.0,Yes
1071269,201894,3048.0,Yes
1071521,201784,2960.0,No
1071298,202344,3697.0,No
1071377,201894,2723.0,No
1071423,201674,2733.0,Yes
1071219,201674,483.0,No
1072569,201674,1733.0,Yes
1072063,201674,2908.0,No
1072017,201674,1333.0,No
1073257,201784,485.0,Yes
1072871,201674,2908.0,Yes
1073050,201898,2473.0,Yes
1073052,201674,2908.0,Yes
1073002,201784,2935.0,Yes
1073014,201784,2960.0,No
1073363,201784,2585.0,Yes
1073514,201784,1135.0,Yes
1074579,201784,585.0,Yes
1074767,201904,373.0,Yes
1074776,202234,1028.0,No
1074777,201904,2373.0,Yes
1074487,201904,1391.0,No
1074797,201784,2960.0,No
1074800,201784,1985.0,Yes
1074804,201784,2935.0,Yes
1074347,201784,1385.0,Yes
1074467,201894,1923.0,Yes
1074934,201674,2033.0,Yes
1075543,201674,2908.0,Yes
1075607,201784,1935.0,No
1075040,201674,2908.0,Yes
1075316,201784,1435.0,Yes
1075266,201894,373.0,No
1075216,201894,1623.0,No
1062661,201784,2960.0,Yes
1076456,202014,348.0,No
1075874,201674,2908.0,Yes
1076516,201674,2908.0,No
1076552,201904,3098.0,Yes
1078624,201784,2960.0,Yes
1078678,201674,2083.0,No
1078696,201784,1635.0,No
1078471,201784,2960.0,Yes
1078753,201678,2908.0,Yes
1078845,201678,2908.0,Yes
1078864,201674,2908.0,Yes
1078174,201674,2908.0,Yes
1078740,201784,2960.0,No
1079032,201894,3048.0,No
1079132,201894,3048.0,No
1079270,201904,3098.0,Yes
1080409,201784,1235.0,No
1080410,201784,2960.0,Yes
1081125,201894,1123.0,Yes
1080457,201784,2960.0,Yes
1080764,201784,2960.0,No
1081443,201894,1073.0,Yes
1081450,201784,1535.0,Yes
1081358,201674,2083.0,No
932861,201784,2960.0,Yes
1082789,201904,1723.0,Yes
1082628,201894,873.0,Yes
1082669,201894,3048.0,Yes
1060965,201894,3048.0,No
1083363,201678,683.0,Yes
1083378,201784,1435.0,No
1082916,201894,1973.0,No
1083008,201784,2960.0,No
1083036,201784,2535.0,Yes
1083049,201894,423.0,Yes
1083404,201784,2960.0,No
1083967,201894,3048.0,Yes
1083688,201894,3048.0,Yes
1083798,202014,3173.0,Yes
1083779,202124,2523.0,No
1083670,201784,1985.0,No
1083717,201678,2883.0,Yes
1089671,201894,2473.0,No
1093304,201788,2960.0,No
1094372,201784,2960.0,Yes
1094889,201784,2960.0,Yes
1094654,201784,2535.0,No
1096274,201784,2960.0,Yes
1096803,201784,1935.0,Yes
1096942,201784,935.0,Yes
1098205,201894,2723.0,Yes
1097749,201908,3098.0,Yes
1097763,201894,3048.0,No
1097895,201894,1173.0,Yes
1101271,201894,3048.0,Yes
1101960,202014,3173.0,Yes
1104157,201898,2723.0,No
1106119,201894,3048.0,Yes
1105602,201894,3048.0,Yes
1107561,201784,2135.0,Yes
1108456,201784,2435.0,Yes
1107903,201784,1885.0,Yes
1112597,201784,2960.0,Yes
1114374,201784,2685.0,No
1116140,201784,1835.0,Yes
1118812,201784,2960.0,Yes
1119695,201784,2960.0,Yes
1119914,201784,2960.0,Yes
1123570,201784,2960.0,Yes
1124658,201784,2960.0,Yes
1124950,201784,2960.0,Yes
1125999,201784,2185.0,Yes
1125658,201784,2960.0,No
1128526,201784,835.0,No
1133601,201784,1335.0,Yes
1134390,201784,1485.0,Yes
1137308,201784,2385.0,Yes
1142750,201784,2960.0,Yes
1146408,201784,2960.0,No
1147809,201784,1485.0,No
1148435,201784,2960.0,Yes
1149883,201894,1873.0,No
1151454,201894,3023.0,Yes
1152185,201894,2723.0,Yes
1152354,201894,1823.0,No
1152411,201894,3048.0,Yes
1152647,201894,1423.0,No
1155720,201894,2723.0,Yes
1155850,201894,3048.0,Yes
1157183,201894,3048.0,Yes
1157896,201894,623.0,Yes
1158078,201894,2573.0,Yes
1158104,201894,3048.0,Yes
1158489,201894,1923.0,Yes
1160858,201784,1935.0,No
1161885,201784,2960.0,Yes
1164153,201784,2960.0,Yes
1164182,201784,2960.0,No
1165447,201678,2908.0,Yes
1165824,201784,2960.0,Yes
1165726,201784,835.0,Yes
1165503,201784,1305.36,No
1165395,201784,2960.0,Yes
1166050,201784,2960.0,No
1165940,201898,3048.0,Yes
1166234,201678,2908.0,Yes
1166216,201784,2960.0,No
1166498,201784,2960.0,No
1167050,201784,2960.0,Yes
1167555,201894,3048.0,Yes
1167594,201788,1885.0,Yes
1167617,201904,3098.0,Yes
1167533,201678,2908.0,Yes
1168743,201904,3098.0,No
1168312,201784,2135.0,Yes
1168811,201678,1583.0,No
1168864,201784,2960.0,Yes
1168754,201894,3048.0,Yes
1168235,201784,2535.0,No
1168334,201904,1223.0,No
1169504,201678,2401.0,Yes
1169552,202014,898.0,Yes
1169663,201784,2960.0,No
1169507,202014,3173.0,No
1169679,201784,2960.0,Yes
1169766,201784,1985.0,Yes
1169768,201784,2960.0,No
1169102,201784,2960.0,Yes
1169529,201784,885.0,No
1169835,201894,3048.0,Yes
1170077,201894,3048.0,No
1170312,201784,2035.0,No
1170527,201784,2960.0,Yes
1169941,201894,2123.0,Yes
1170192,201898,3048.0,Yes
778257,201454,790.0,Yes
1170191,201784,2235.0,Yes
1170525,201784,1635.0,Yes
1170942,202238,2323.0,No
1170703,201894,3048.0,No
1170775,201904,3098.0,No
1171672,202014,3173.0,No
1062666,201788,1185.0,No
1171763,201894,2973.0,Yes
1171774,201784,2635.0,Yes
1171626,201784,2385.0,Yes
1171632,201784,2960.0,Yes
1171574,201784,2535.0,No
1171528,201894,2623.0,No
1171563,201894,623.0,No
1179311,201784,2235.0,Yes
1180030,201904,2423.0,Yes
1183380,201784,2960.0,No
1189233,201784,2960.0,Yes
1193109,201784,2960.0,Yes
1195986,201784,2960.0,Yes
1196075,201784,2960.0,No
1196121,201784,2960.0,Yes
1195835,201784,1385.0,Yes
1195869,201784,2735.0,Yes
1195877,201904,1123.0,Yes
1195927,201784,2935.0,Yes
1196764,201894,1923.0,No
1198218,201784,1185.0,Yes
1198277,201784,835.0,Yes
1198338,201784,2960.0,Yes
1198342,201784,1335.0,Yes
1198343,201908,2573.0,No
1198539,201784,2960.0,Yes
1198290,201788,2958.0,Yes
1198367,201788,2960.0,Yes
1198384,201784,2960.0,Yes
1198387,201784,2960.0,Yes
1198422,201784,2960.0,Yes
1198454,201678,1833.0,No
1197946,201898,2973.0,No
1199260,201784,2885.0,No
1199286,201904,1573.0,Yes
1199056,201788,2960.0,Yes
1199058,201784,1980.64,No
1198737,201784,1735.0,Yes
1169901,201784,2085.0,No
1083350,201784,1485.0,Yes
1199799,201894,3048.0,Yes
1199817,201894,3048.0,Yes
1199823,201894,3048.0,Yes
1199600,201784,2960.0,No
1199994,201788,2960.0,Yes
1200088,201894,3048.0,Yes
1169905,201894,3048.0,No
1200648,201784,2960.0,No
1200942,201784,2960.0,Yes
1200550,201894,3048.0,No
1200704,201784,2960.0,Yes
1200705,201784,2585.0,No
1200771,201784,1485.0,No
1200805,201784,785.0,Yes
1200830,201784,835.0,No
1200877,201788,1835.0,Yes
1200886,201788,2960.0,Yes
1200891,201784,2960.0,Yes
1200899,201784,2960.0,Yes
1200934,201898,3048.0,Yes
1200343,202014,2998.0,No
1201611,201678,2908.0,No
1201656,201788,2960.0,No
1201563,202014,3173.0,Yes
1201568,201788,2960.0,No
1201707,201894,3048.0,Yes
1201940,201784,2960.0,Yes
1202291,201784,2960.0,Yes
753685,201784,2635.0,Yes
1202204,201784,2385.0,Yes
1202282,201784,2960.0,No
1203149,201894,1323.0,Yes
1203829,201894,1823.0,Yes
1203951,201784,2960.0,Yes
1203574,201784,1285.0,Yes
1196319,201784,2960.0,Yes
1204589,201784,2585.0,Yes
1204595,201784,1985.0,Yes
1204602,201784,2960.0,No
1204567,201894,3023.0,Yes
1204556,201784,1035.0,No
1204557,201894,3048.0,Yes
1204564,201784,2960.0,Yes
1020374,201784,2960.0,Yes
1204634,201894,2623.0,Yes
1204702,201894,2873.0,No
1205616,201784,2960.0,Yes
1206301,201784,2960.0,No
1206240,201904,3098.0,No
1205892,201784,2960.0,Yes
1206007,201784,1185.0,Yes
1206011,201784,2535.0,No
1206043,201784,2585.0,Yes
1206130,201898,1873.0,Yes
1206145,201894,3048.0,No
1206191,201788,2735.0,Yes
1207155,201894,3048.0,No
1206689,201784,2960.0,Yes
1206661,201784,2960.0,Yes
1206816,201894,1673.0,No
1206686,201784,2960.0,Yes
1206622,201784,2960.0,No
1206950,201894,3047.0,Yes
1207410,201784,2960.0,No
1207411,201784,2185.0,Yes
1207407,201784,2960.0,Yes
1208762,201784,1335.0,No
1208233,201784,2285.0,Yes
1209277,201784,385.0,Yes
1209233,201784,2960.0,No
1209435,201784,2960.0,No
1214608,201904,3098.0,No
1214548,201784,2960.0,No
1215385,201788,1435.0,Yes
1214984,201894,2823.0,Yes
1216105,201904,2973.0,No
1215446,201784,2960.0,Yes
1215858,201894,1873.0,Yes
1215545,201898,1073.0,Yes
1216258,201904,1573.0,Yes
1216681,201894,2423.0,Yes
1216973,201894,3048.0,No
1216768,201784,2685.0,No
1216912,201784,2235.0,Yes
1216913,201784,2960.0,Yes
1216416,201894,1323.0,Yes
1217705,201788,2960.0,Yes
1217263,201894,3048.0,Yes
1217270,201894,3048.0,Yes
1217633,201788,2960.0,Yes
1217213,201904,823.0,No
1217320,201784,1135.0,No
1217810,201894,3048.0,Yes
1217838,201894,2023.0,Yes
1218154,201904,3098.0,No
1218869,201784,2135.0,Yes
1218978,201894,1773.0,Yes
1218826,201894,1923.0,Yes
1219055,201904,1273.0,No
1219195,201784,2960.0,Yes
1219230,201788,1085.0,No
1218908,201784,535.0,Yes
1219720,201904,1623.0,Yes
1219492,201784,2960.0,Yes
1219824,201788,2960.0,Yes
1219936,201784,1135.0,Yes
1208213,201784,985.0,Yes
1220207,201904,1973.0,No
1220214,201904,3098.0,Yes
1220327,201894,997.52,No
1220281,201788,2960.0,Yes
1220750,201894,1873.0,Yes
1221039,201894,3048.0,Yes
1221415,201904,1723.0,Yes
1221301,201904,3098.0,No
1221862,202234,873.0,No
1221788,201894,3048.0,No
1225152,201904,3098.0,No
1225700,201904,873.0,Yes
1226800,202234,3423.0,No
1228739,202014,348.0,Yes
1234240,202014,2198.0,No
653836,201124,2700.0,Yes
1237425,201904,923.0,Yes
1237878,201904,0.0,No
1239265,201894,3048.0,Yes
1239546,201904,3098.0,No
1240152,201904,3098.0,No
1241248,201894,2473.0,Yes
1246077,202234,3448.0,No
1247965,202014,3173.0,Yes
1248272,201904,1023.0,Yes
1249200,201894,3048.0,Yes
1250772,201904,3098.0,Yes
1254125,202124,3248.0,No
1254851,201894,2423.0,Yes
1255019,201904,3098.0,No
1256141,201904,1673.0,No
1257304,201894,3048.0,Yes
1258555,201894,3048.0,No
1260620,201904,773.0,Yes
1261095,201904,3098.0,No
1261137,201904,3098.0,Yes
1262490,201904,3098.0,No
1265941,201894,1973.0,Yes
1261612,201894,3048.0,Yes
1269219,202014,2648.0,No
1269279,201904,3098.0,No
1270175,202014,3173.0,No
1269545,201784,1235.0,No
1083405,201894,3048.0,No
1271630,201784,1485.0,No
1271832,201894,1123.0,Yes
1271640,201894,2723.0,Yes
1271688,201894,2073.0,No
1271380,201894,2673.0,No
1271489,201894,1473.0,No
1269530,201894,1823.0,No
1273515,201894,1623.0,Yes
1273562,201894,3048.0,Yes
1273157,201784,1585.0,No
1272828,201894,1623.0,Yes
1272982,201894,3048.0,Yes
1273065,201784,2960.0,Yes
1273051,201894,1623.0,No
1273331,202014,1398.0,No
1273332,201894,823.0,Yes
1273746,201894,3048.0,No
1273747,201894,3048.0,No
1273761,201894,3048.0,Yes
1275102,201894,3048.0,Yes
1275932,201894,1923.0,Yes
1275938,201904,2173.0,Yes
1276094,201788,2960.0,No
1276310,201894,2523.0,Yes
1276461,201894,873.0,Yes
1276528,201894,1823.0,Yes
1219562,201894,3048.0,No
1276574,201894,923.0,No
1217021,201894,2173.0,Yes
1276820,201904,1723.0,Yes
1277558,201904,3098.0,Yes
1276815,201894,2023.0,No
1276827,201894,3048.0,Yes
1276830,201904,3098.0,No
1277184,201894,3048.0,Yes
1277592,202014,2998.0,No
1277601,201894,2773.0,Yes
1277933,201894,2423.0,No
1277934,201788,2785.0,Yes
1278111,201894,3048.0,No
1277973,201894,3048.0,No
1278261,201894,473.0,No
1278294,202124,3248.0,No
1278295,202124,3248.0,No
1278300,202014,3173.0,No
1278545,202234,3448.0,No
1278556,201894,1523.0,Yes
1278849,201894,2023.0,Yes
1278948,201894,1573.0,Yes
1279075,201894,3048.0,Yes
1279005,201904,2173.0,No
1278607,202014,1898.0,No
1278916,201894,1723.0,No
1278080,201894,3048.0,Yes
1279409,201904,1673.0,Yes
1279831,201904,3098.0,Yes
1279850,201894,3048.0,Yes
1278919,201904,3098.0,No
1273118,201894,373.0,Yes
1280402,201894,423.0,No
1280693,201894,3048.0,Yes
1275862,201894,2773.0,Yes
1280396,201904,3098.0,No
1280638,201894,773.0,No
1280697,201788,2960.0,No
1280331,201894,1073.0,No
1280727,201894,3048.0,No
1280537,201894,3048.0,No
1280685,201904,423.0,No
1281757,201904,3098.0,No
1281818,202124,3123.0,No
1281448,201904,3098.0,No
1281161,201894,2923.0,Yes
1281172,201894,3023.0,No
1281294,201904,3098.0,No
1281319,201904,3098.0,No
1281605,202014,3173.0,No
1281606,201894,3048.0,No
1281251,202124,1923.0,No
1282089,202124,1973.0,No
1282415,201904,823.0,Yes
1282165,202344,3698.0,No
1282028,201894,2023.0,No
1282093,201894,3048.0,Yes
1282208,201904,3098.0,No
1283248,201894,923.0,Yes
1283474,201904,3098.0,Yes
1283186,201894,2073.0,Yes
1283017,201894,3048.0,No
1282739,201894,3048.0,Yes
1283281,201904,1473.0,No
1283206,201894,3048.0,No
1283360,201904,2173.0,No
1283361,201894,1523.0,Yes
1283367,201904,2623.0,Yes
1283535,201894,3048.0,No
1283996,201904,1073.0,Yes
1275868,201894,2223.0,No
1284350,201894,3048.0,No
1284356,201894,3048.0,Yes
1283788,201894,3048.0,No
1283884,201894,1673.0,No
1283897,201894,3048.0,Yes
1278975,201894,3048.0,No
1283926,201894,2423.0,Yes
1283936,201894,3048.0,No
1283958,201894,2223.0,No
1284046,201894,3048.0,No
1284049,201904,3098.0,Yes
1283654,201894,3048.0,Yes
1283655,201894,2623.0,Yes
1284158,201894,2373.0,No
1284164,201894,1323.0,No
1281868,201894,3048.0,Yes
940318,201894,3048.0,No
1284229,201894,2973.0,No
1284243,201894,473.0,Yes
1284338,201894,3048.0,No
1284841,201894,3048.0,Yes
1284903,201894,3048.0,No
1278784,201894,1473.0,No
1284917,201894,3048.0,Yes
1285053,201894,1523.0,No
1285059,201894,3048.0,No
1452314,201904,3098.0,No
1284518,201894,2523.0,Yes
1285011,202124,3248.0,No
1284415,201904,473.0,No
1285579,201894,3048.0,Yes
1285412,201904,3098.0,Yes
1285413,201904,3098.0,Yes
1285425,201894,3048.0,Yes
1285796,201894,3048.0,Yes
1285304,201904,3098.0,Yes
1285306,201894,3048.0,Yes
1285355,201894,1923.0,Yes
1285134,201894,2723.0,Yes
1285164,201894,773.0,Yes
1285188,201894,3048.0,Yes
1285217,201894,3048.0,Yes
1285228,201894,3048.0,No
1285445,201894,3048.0,Yes
1281942,201894,1823.0,Yes
1283846,201894,326.0,Yes
1286034,201788,2960.0,No
1286422,201904,3098.0,No
1286267,201904,3098.0,Yes
1452325,201904,2823.0,No
1286468,201894,3048.0,Yes
1286473,201894,3048.0,Yes
1282440,201894,3048.0,Yes
1286314,201894,3048.0,Yes
1278978,201894,3048.0,Yes
1285947,201894,2173.0,No
1275185,201894,373.0,Yes
1279865,201894,3048.0,Yes
1285933,201894,2873.0,Yes
1285938,201894,2373.0,No
1284127,201894,3048.0,Yes
1286383,201894,3048.0,Yes
1286525,201894,3048.0,Yes
1271565,201894,2173.0,Yes
1288050,201894,2473.0,Yes
1288137,201894,3048.0,Yes
1288249,201894,3048.0,Yes
1288341,201904,3023.0,No
1288508,201894,3048.0,No
1288330,201894,2323.0,Yes
1288790,201894,1523.0,Yes
1288794,201894,3048.0,Yes
1271366,201894,2923.0,Yes
1288771,201894,3048.0,No
1288251,201894,3048.0,No
1288252,201894,3048.0,Yes
1288318,201894,3048.0,Yes
1288754,201904,3098.0,No
1288738,201894,3023.0,No
1288779,201894,1323.0,Yes
1289150,201894,1123.0,No
1289163,201894,1923.0,Yes
1288899,201904,1423.0,No
1288892,201898,1273.0,Yes
1289101,201894,1673.0,Yes
1289102,201894,2823.0,Yes
1289105,201894,3023.0,No
1289167,201894,3048.0,No
1289172,201898,0.0,No
1289177,201894,1023.0,Yes
1289180,201894,3048.0,No
1289192,201894,3048.0,Yes
1289250,201894,2123.0,No
1290427,201894,623.0,No
1290564,201894,3048.0,No
1290542,201894,423.0,No
1290946,202014,3173.0,Yes
1290608,201904,329.0,No
1201739,201894,2123.0,Yes
1302673,201904,2973.0,Yes
1305840,201894,3048.0,Yes
1305837,201894,2323.0,No
1309423,202344,3623.0,No
1309619,202014,3173.0,Yes
1312683,201908,3098.0,Yes
1313570,201894,2423.0,No
1313629,201894,3048.0,Yes
1313184,202124,3223.0,Yes
1314754,202014,3173.0,Yes
1315185,201904,3098.0,Yes
1315247,202014,3173.0,Yes
1315402,201894,2023.0,No
1315414,201894,1623.0,Yes
1315747,201894,3023.0,Yes
1315999,201894,3048.0,Yes
1316374,201894,2423.0,Yes
1315958,201894,3048.0,No
1316384,202014,1998.0,No
1316000,201894,3048.0,Yes
1315935,201894,3048.0,Yes
1316234,201898,2223.0,No
1453587,201904,3098.0,Yes
1317851,201904,3098.0,No
1317455,202014,3173.0,No
1318803,201894,3048.0,No
1318160,201904,2123.0,Yes
1319321,201904,3098.0,Yes
1319348,201904,1873.0,Yes
1318798,201904,823.0,Yes
1318890,201894,3048.0,Yes
1318892,201894,2773.0,Yes
1318894,201894,3048.0,Yes
1319231,202014,3173.0,No
1319239,202014,1498.0,No
1319703,201894,3048.0,Yes
1319718,201904,2673.0,No
1279112,201894,1973.0,Yes
1320249,201894,3048.0,Yes
1319681,201894,3048.0,Yes
1320279,201894,2973.0,No
1319806,202344,3698.0,No
1320141,201894,3048.0,Yes
1320027,201894,3048.0,Yes
1320846,201894,3048.0,No
1320921,201904,523.0,Yes
1320625,201894,3048.0,Yes
1320971,202014,1098.0,No
1321043,201904,3098.0,No
1320429,201904,1773.0,No
1321764,201904,773.0,Yes
1322456,201894,2023.0,Yes
1322351,201904,523.0,No
1322798,201894,3048.0,Yes
1322895,201904,3098.0,No
1322720,201894,3048.0,No
1322960,202014,1448.0,No
1323861,201904,2623.0,Yes
1323869,201904,3098.0,No
1324078,201894,3048.0,No
1324125,201904,3098.0,No
1324037,202124,1023.0,No
1323541,202014,1898.0,No
1323631,202124,3248.0,No
1324974,201904,3098.0,No
1324294,202014,3173.0,No
1324406,201904,2873.0,Yes
1324582,202124,3248.0,No
1324274,202014,1398.0,No
1324277,201904,3098.0,No
1324442,201908,3098.0,No
1315681,201898,3048.0,Yes
1325669,201904,3098.0,No
1325690,201904,3098.0,No
1325708,201904,3098.0,Yes
1218516,201904,2823.0,No
775665,201894,3048.0,Yes
1325780,201894,2673.0,Yes
1325238,201904,723.0,No
1325265,201904,3098.0,Yes
1326156,202014,3173.0,No
1326170,201904,3098.0,No
1326457,202014,3173.0,No
1326458,201894,723.0,Yes
1326074,201894,3048.0,No
1326029,201904,3098.0,Yes
1326287,201904,2523.0,Yes
1325895,201894,3048.0,No
1326787,201894,3048.0,Yes
1271381,201904,3073.0,No
1327272,201908,3098.0,Yes
1462699,202014,3173.0,No
1327320,201904,1673.0,Yes
1327246,201894,3048.0,No
1327022,201904,2723.0,Yes
1327025,201898,1873.0,No
1327557,201894,623.0,Yes
1327770,201904,1623.0,No
1328583,201904,773.0,No
1328631,201904,3073.0,No
1329127,201904,1673.0,No
1329144,201904,3098.0,No
1069679,201904,2573.0,Yes
1328810,201904,3098.0,Yes
1322268,201898,3048.0,Yes
1328920,201894,3048.0,Yes
1328836,201904,0.0,Yes
1329113,201904,1723.0,No
1083821,201904,2473.0,No
1328894,201908,3098.0,No
1329838,201904,1573.0,No
1330285,202344,1473.0,No
1330818,202014,3148.0,No
1330897,201904,3098.0,Yes
1330912,202014,3098.0,No
1330936,202344,3698.0,No
1330371,202124,1873.0,Yes
1331061,201904,1073.0,No
1324821,201904,873.0,No
1536650,202014,3173.0,No
1331291,201894,2623.0,No
1332362,202128,3248.0,No
1332371,202014,3173.0,Yes
1331939,201904,2023.0,Yes
1331945,201904,3098.0,Yes
1332193,202014,3173.0,Yes
1332384,202014,3173.0,No
1333245,201904,3098.0,No
1332881,201904,1923.0,No
1327421,201904,3098.0,No
1335683,201904,3098.0,Yes
1335334,201904,3098.0,No
1335635,201904,3098.0,Yes
1335645,201904,3098.0,No
1333120,201894,3048.0,No
1335900,201894,3048.0,No
1335271,201904,3098.0,Yes
1336433,201904,1273.0,No
1336414,201904,1923.0,Yes
1336422,201904,873.0,No
1337996,202018,1865.0,No
1339051,202014,3173.0,No
1346575,202128,3248.0,No
1346625,201904,1923.0,No
1347080,201904,1773.0,No
1355940,201904,2123.0,No
1356461,201904,3098.0,No
1357805,202234,1923.0,No
1357903,201904,2723.0,Yes
1358837,201904,1423.0,No
1361898,202014,1398.0,No
1362621,201904,3098.0,Yes
1365234,201904,3098.0,No
1367944,201904,3073.0,No
1370744,201904,573.0,No
1371449,202014,3173.0,Yes
1371138,201904,1123.0,Yes
1371188,201904,3098.0,Yes
1372640,201904,3098.0,No
1373273,201904,773.0,Yes
1379238,202124,3248.0,Yes
1379577,201904,2523.0,No
1382020,201904,3023.0,Yes
1383591,202344,723.0,No
1383191,201904,3098.0,No
1385506,202344,572.0,No
1385557,201904,2423.0,No
1386492,201904,3098.0,Yes
1335708,201904,3098.0,No
1387355,201904,3098.0,Yes
1389479,201904,3098.0,Yes
1391559,201904,3073.0,Yes
1392896,201904,2773.0,No
1397673,201904,3098.0,Yes
1399813,201904,2723.0,Yes
1401631,201904,3098.0,No
1401354,201904,1223.0,No
1402903,201904,3073.0,Yes
1404801,202344,2673.0,No
1407654,202344,1473.0,No
1408216,202124,523.0,Yes
1412180,202014,848.0,No
1411686,202014,2398.0,No
1413180,202014,3173.0,No
1413480,202124,3248.0,No
1414550,202014,3173.0,No
1414569,202014,3173.0,No
1415303,202344,3698.0,No
1417367,202014,3173.0,No
1418706,202014,2298.0,No
1419640,202014,2148.0,No
1422512,202014,3148.0,No
1423607,202014,798.0,Yes
1424635,202014,3148.0,Yes
1426429,202014,3173.0,No
1429188,201904,3098.0,No
1431668,201904,2473.0,Yes
1433599,201904,1173.0,No
1428842,201904,3098.0,Yes
1436459,201904,1373.0,No
1436605,201904,1923.0,No
1440413,201904,2673.0,Yes
1441544,201904,3098.0,No
1441578,201904,3098.0,Yes
1441639,202014,3173.0,No
1441912,201898,3047.0,Yes
1442234,202014,3173.0,No
1442620,201904,2723.0,No
1442651,202124,3248.0,No
1442912,201904,3098.0,No
1442476,201904,3073.0,Yes
1442623,202124,1073.0,Yes
1442832,201904,2523.0,Yes
1443753,201904,3098.0,Yes
1443256,201904,623.0,Yes
1443042,201904,3098.0,No
1443157,202014,3173.0,No
1443145,201904,3098.0,Yes
1443363,202014,3173.0,No
1443368,202014,3173.0,No
1443373,202124,723.0,No
1443546,202014,2098.0,Yes
1443616,201904,2973.0,No
1443726,201904,1673.0,No
1444375,202014,2498.0,No
1444433,201904,2023.0,Yes
1444009,201904,329.0,Yes
1444058,202014,3173.0,No
1443856,201904,3098.0,Yes
1444346,202014,3173.0,No
1444357,202014,3173.0,No
1444359,202014,3173.0,No
1445193,201908,3098.0,No
1331441,202014,3173.0,No
1331440,202234,3448.0,No
1444676,202124,1532.0,No
1444773,202234,1923.0,No
1444909,201904,1023.0,No
1445059,201898,1673.0,No
1445486,202014,2648.0,No
1446156,201904,3098.0,No
1324966,201904,3098.0,Yes
1547601,202014,3173.0,No
1446466,201904,3098.0,No
1446273,201904,3098.0,No
1446569,201904,3098.0,Yes
1446627,202014,3173.0,No
1446446,202124,1973.0,No
1446734,201904,3098.0,No
1446334,201904,3098.0,No
1446722,201904,2923.0,No
1447100,201904,2723.0,Yes
1447615,201904,2623.0,Yes
1447618,201904,1673.0,No
1447122,202014,1598.0,No
1447242,201904,1823.0,Yes
1447333,202014,3173.0,No
1447438,202234,3448.0,No
1447207,202124,3248.0,No
1447472,202234,3448.0,No
1447494,202344,3698.0,No
1447643,201904,3098.0,No
1332769,201904,3098.0,Yes
1447346,202014,848.0,No
1447535,201904,3023.0,No
1447233,202014,3173.0,No
763627,201904,423.0,No
1448258,201904,3098.0,No
1447969,202014,2548.0,No
1448078,201904,1623.0,No
1448194,201904,1923.0,Yes
1448314,201904,1223.0,Yes
1448290,201904,3098.0,Yes
1448406,201904,2123.0,No
1449006,201908,773.0,Yes
1448492,202014,2548.0,No
1448624,201904,3098.0,Yes
1448820,201904,3098.0,Yes
1449030,202124,1523.0,No
1449102,202124,1623.0,No
1449249,201904,923.0,Yes
1532785,202014,3173.0,Yes
1449750,201904,2673.0,No
1449758,201904,1496.26,Yes
1449759,201904,3098.0,Yes
1449335,201904,3098.0,No
1449345,202238,3223.0,No
1449386,201904,3098.0,Yes
1449248,201904,1173.0,No
1449795,201904,3098.0,No
1447546,201908,3098.0,Yes
1450589,201904,3098.0,No
1450036,202124,3248.0,No
1450222,201904,3098.0,No
1450223,201904,3098.0,Yes
1449942,201908,823.0,Yes
1450593,201904,688.0,Yes
1447629,202014,3173.0,Yes
1450113,201904,3098.0,Yes
1451340,201904,573.0,No
1451341,201904,3098.0,No
1451373,201904,723.0,Yes
1451378,201904,2573.0,Yes
1451379,202014,3173.0,Yes
1451380,201904,673.0,Yes
1450754,202014,3173.0,Yes
1450766,202014,2448.0,No
1451031,201904,2673.0,Yes
1451293,201904,3098.0,Yes
1451308,201904,3098.0,Yes
1451355,202014,3173.0,No
1452026,201904,1273.0,No
1451612,202344,3623.0,No
1451655,201904,3098.0,No
1452675,202014,3173.0,No
1452677,201904,3098.0,No
1452239,202014,3173.0,No
1452230,201908,2423.0,Yes
1452427,201904,3098.0,No
1452441,201904,3098.0,No
1452849,202014,2398.0,Yes
1452593,202014,3173.0,Yes
1452625,202014,748.0,No
1452416,201908,0.0,Yes
1452417,201904,2830.4,No
1452808,202014,2948.0,No
1453530,201904,1423.0,Yes
1453345,201904,3098.0,No
1453025,201908,3098.0,Yes
1453531,201908,3098.0,Yes
1452301,201904,3098.0,Yes
1452414,201904,3098.0,Yes
1453422,202234,3023.0,No
1453267,202234,3448.0,No
1453542,202014,2648.0,No
1452907,202014,3173.0,No
