UID,TERM,DFWIS,GRADUATED
596621,202014,8,No
596648,201344,1,Yes
596671,201458,0,Yes
596709,201018,2,Yes
596719,201018,0,Yes
596721,201238,0,Yes
596956,201234,0,Yes
386959,201018,0,Yes
597085,201018,1,Yes
597144,201124,0,Yes
597168,201018,0,Yes
597170,201018,0,Yes
597251,201018,5,Yes
597257,201018,0,Yes
597280,201124,2,Yes
597284,201018,0,Yes
597316,201018,0,Yes
597372,201018,1,Yes
597422,201018,0,Yes
597424,201018,1,Yes
597425,201018,3,Yes
597427,201018,0,Yes
597472,201564,0,Yes
597499,201018,2,Yes
597528,201018,11,Yes
597536,201018,2,Yes
597600,201018,1,No
597646,201018,8,Yes
597655,201018,0,Yes
597704,201234,0,Yes
597787,201018,0,Yes
597857,201124,0,Yes
597861,201018,2,Yes
597864,201018,8,Yes
597989,201018,2,Yes
598049,201018,3,Yes
598060,201124,0,Yes
598116,201018,1,Yes
598133,201234,0,Yes
598263,201018,0,Yes
598271,201018,0,Yes
598320,201018,1,Yes
598339,201018,0,Yes
598363,201018,3,Yes
598375,201018,4,Yes
598381,201018,0,Yes
598387,201018,0,Yes
598390,201018,1,Yes
598394,201018,1,Yes
598413,201018,1,Yes
598502,201124,0,Yes
598528,201018,0,Yes
598547,201018,0,No
254884,201348,3,Yes
598704,201018,0,Yes
598788,201018,0,Yes
598801,201018,1,Yes
598797,201018,5,Yes
598815,201018,0,Yes
598861,201904,0,Yes
301391,201124,6,No
599030,201018,0,Yes
599036,201018,0,Yes
599050,201234,7,No
599063,201018,2,No
599068,201018,0,Yes
599074,201018,1,Yes
599087,201018,6,No
599097,201018,0,Yes
599113,201018,0,Yes
599123,201344,0,Yes
599124,201564,0,Yes
533328,201018,3,Yes
599171,201018,0,Yes
599220,201348,6,No
599256,201784,5,Yes
599267,201018,2,Yes
599288,201124,7,Yes
599306,201018,0,Yes
599331,201234,0,Yes
599460,201018,0,Yes
599476,201018,0,Yes
599496,201018,2,Yes
599530,201018,3,No
599563,201018,0,Yes
599580,201124,2,No
599584,201018,3,Yes
599623,201124,2,No
599648,201124,0,Yes
599655,201018,1,Yes
599658,201018,0,Yes
599764,201018,0,Yes
599768,201018,1,Yes
599849,201124,1,Yes
599918,201234,3,Yes
599995,201018,2,Yes
600003,202124,0,No
600015,201124,1,Yes
600026,201018,0,Yes
600051,201018,0,Yes
600082,201018,6,No
600129,201018,0,Yes
600230,201124,0,Yes
600262,201234,0,Yes
600265,201018,0,Yes
600300,201018,7,Yes
600341,201018,0,Yes
600343,201124,7,Yes
600419,201018,2,Yes
600483,201018,0,Yes
600572,201018,1,Yes
600641,201018,0,No
600656,201124,1,Yes
600673,201674,0,Yes
600687,201454,1,Yes
600734,201018,7,Yes
600735,201018,4,Yes
600764,201018,1,Yes
600841,201018,0,Yes
601037,201018,0,Yes
601070,201018,4,Yes
601098,201018,7,No
601135,201018,0,Yes
601209,201124,1,Yes
601222,201018,0,Yes
601241,201018,0,Yes
601259,201018,4,Yes
601267,201124,1,Yes
601282,201128,0,Yes
601318,201018,0,Yes
601334,201018,14,No
601427,201018,0,Yes
601481,201234,1,Yes
601482,201018,0,Yes
601627,201018,3,Yes
601686,201124,0,Yes
601795,201018,2,Yes
601812,201784,1,Yes
601815,201344,1,Yes
601826,201018,2,Yes
601827,201124,0,Yes
601888,201018,3,Yes
602028,201344,1,No
602041,201344,0,Yes
602062,201018,4,Yes
602067,201018,5,Yes
602220,201124,1,Yes
602227,201124,1,Yes
602622,201018,0,Yes
602669,201124,4,Yes
602674,201124,0,Yes
602704,201674,0,Yes
602723,201018,0,Yes
602725,201454,0,Yes
602860,201018,4,Yes
603165,201018,0,Yes
603229,201018,0,Yes
603232,201128,0,Yes
603285,201018,3,Yes
603287,201018,1,Yes
603312,201018,0,Yes
603376,201018,3,Yes
603382,201018,4,Yes
603412,201018,0,Yes
603434,201128,2,No
603471,201018,0,Yes
603482,201018,0,Yes
603524,201018,0,Yes
603563,201018,0,Yes
603574,201344,6,Yes
603734,201018,0,Yes
603813,201018,4,Yes
603821,201018,0,Yes
603867,201018,12,No
604099,201124,0,Yes
604130,201018,0,No
604190,201018,0,Yes
604192,201018,12,No
604216,201018,7,No
604253,201564,0,Yes
604309,201018,1,Yes
604315,201018,0,Yes
604346,201018,2,Yes
604397,201018,5,Yes
604428,201018,0,Yes
604519,201018,0,Yes
604543,201128,3,No
604560,201018,0,Yes
604592,201018,2,Yes
604597,201124,2,Yes
604632,201018,3,Yes
604651,201018,0,Yes
604655,201124,0,Yes
604671,201018,0,Yes
604710,201018,6,Yes
604764,201018,0,Yes
604806,201018,0,Yes
604842,201018,0,Yes
604952,201018,13,Yes
604956,201018,0,Yes
604972,201128,0,Yes
605135,201018,0,Yes
605249,201124,0,Yes
605282,201018,0,Yes
605312,201128,1,Yes
605421,201124,2,Yes
605498,201018,6,Yes
605713,201018,3,Yes
605726,201018,0,Yes
605855,201018,2,Yes
605948,201018,0,Yes
606045,201018,0,Yes
606077,201018,0,Yes
606118,201018,0,Yes
606141,201018,0,Yes
606149,201018,1,Yes
606150,201018,0,Yes
606167,201018,2,No
606179,201018,1,Yes
606201,201018,1,Yes
606225,201018,0,Yes
606300,201018,2,Yes
606312,201124,3,Yes
606315,201018,3,Yes
606316,201018,0,Yes
606320,201018,0,Yes
606412,201124,0,Yes
606426,201018,5,No
606435,201018,2,Yes
606448,201344,0,Yes
606467,201018,7,Yes
606521,201018,3,Yes
606591,201018,6,Yes
606666,201018,0,No
606676,201018,2,Yes
606827,201018,0,Yes
606833,201018,0,Yes
606841,201018,0,Yes
606862,201018,0,Yes
606888,201018,0,Yes
606952,201018,0,Yes
607012,201018,2,Yes
607025,201018,0,Yes
607350,201018,0,Yes
607367,201124,1,Yes
607439,201018,0,Yes
607491,201124,1,Yes
607512,201018,1,Yes
607513,201018,0,Yes
607668,201018,0,Yes
607862,201674,1,Yes
608008,201018,0,Yes
608053,201018,0,Yes
608054,201018,2,Yes
607198,201018,0,Yes
608118,201018,7,Yes
608121,201018,1,Yes
608171,201124,1,No
608223,201018,1,Yes
608249,201018,10,No
608284,201018,17,Yes
608312,201128,0,Yes
608376,201018,5,No
608491,201018,3,Yes
333282,201018,7,Yes
608643,201018,0,Yes
608667,201018,3,Yes
608814,201124,2,Yes
608883,201018,1,Yes
608917,201018,0,Yes
609035,201018,0,Yes
609133,201018,1,Yes
609387,201018,12,No
609430,201344,0,Yes
609475,201018,1,Yes
609526,201018,0,Yes
609636,201018,0,Yes
609688,201124,2,Yes
609690,201018,1,Yes
609757,201018,0,Yes
610005,201018,1,Yes
610045,201124,0,Yes
610148,201018,5,Yes
610682,201234,1,Yes
610735,201018,1,Yes
610740,201018,0,Yes
522495,201018,3,Yes
610757,201018,0,Yes
610758,201128,12,No
610805,201018,0,Yes
610866,201018,13,Yes
610888,201018,3,Yes
610893,201018,0,Yes
610909,201124,0,Yes
610911,201018,0,Yes
610925,201018,0,Yes
610945,201124,0,Yes
610948,201124,1,Yes
605070,201018,4,Yes
610977,201018,4,Yes
611041,201124,0,Yes
533575,201018,1,Yes
611317,201018,6,No
611367,201018,0,Yes
611474,201018,0,Yes
611526,201018,4,Yes
611567,201018,0,Yes
611568,201018,0,Yes
611606,201018,0,Yes
611653,201018,1,Yes
611730,201018,1,Yes
611809,201018,4,Yes
611857,201018,0,Yes
611889,201018,12,No
611969,201018,0,Yes
612023,201018,3,Yes
612036,201018,2,Yes
612168,201018,0,Yes
612192,201018,0,Yes
612237,201018,0,Yes
612378,201128,0,Yes
612622,201018,1,Yes
612786,201018,0,Yes
612837,201018,0,Yes
612968,201018,0,Yes
613218,201018,1,Yes
613290,201018,0,Yes
613394,201128,3,No
613506,201124,1,Yes
613963,201018,3,Yes
614084,201018,4,Yes
614151,201344,0,Yes
614160,201018,0,Yes
614177,201018,5,No
614233,201018,1,Yes
614250,201018,0,Yes
614269,201018,0,Yes
614270,201018,6,Yes
614388,201018,1,Yes
614810,201018,0,Yes
614860,201018,2,Yes
614879,201018,2,Yes
614973,201018,8,No
615003,201018,4,Yes
615159,201018,2,Yes
615174,201128,5,Yes
615311,201018,1,Yes
615339,201018,1,Yes
615351,201018,4,Yes
615412,201018,1,Yes
615458,201018,2,Yes
615474,201018,1,Yes
615487,201018,10,No
615604,201018,3,Yes
615627,201018,4,Yes
615631,201018,4,Yes
615673,201018,1,Yes
615761,201234,1,No
615808,201124,2,Yes
615832,201018,0,Yes
615857,201018,0,Yes
616003,201018,0,Yes
616021,201018,0,Yes
616037,201018,2,Yes
616188,201018,9,Yes
616197,201018,1,Yes
616201,201018,0,Yes
616329,201018,2,Yes
616350,201128,0,Yes
616358,201018,14,Yes
616425,201018,7,No
616443,201018,0,Yes
616447,201018,2,Yes
616464,201018,10,Yes
616483,201018,0,Yes
616498,201018,0,Yes
616563,201018,4,Yes
616588,201784,2,Yes
616598,201018,2,Yes
616619,201018,2,Yes
616622,201018,0,Yes
616629,201018,1,Yes
616646,201018,0,Yes
616683,201018,0,Yes
616692,201018,0,No
616767,201124,0,Yes
616785,201018,1,Yes
616791,201124,7,Yes
616837,202238,0,No
616843,201344,1,Yes
616848,201018,9,Yes
616861,201018,0,Yes
617007,201018,1,Yes
617018,201018,0,Yes
617083,201128,4,Yes
617088,201018,1,Yes
617121,201018,0,Yes
617122,201234,0,Yes
617142,201018,0,Yes
617202,201124,0,Yes
617251,201018,4,Yes
617304,201124,0,No
617764,201018,0,Yes
617378,201018,1,Yes
617456,201018,5,No
617481,201018,0,Yes
617561,201018,0,Yes
617572,201018,0,Yes
617667,201018,0,Yes
617673,201018,3,Yes
617835,201124,2,Yes
617847,201894,1,No
617966,201018,12,Yes
618069,201018,1,Yes
618075,201018,0,Yes
618190,201018,0,Yes
618213,201018,0,Yes
618215,201018,0,Yes
618237,201018,1,Yes
618284,201018,0,Yes
618296,201018,0,Yes
618306,201018,0,Yes
618351,201018,7,Yes
618375,201018,0,Yes
618377,201124,0,Yes
618405,201018,0,Yes
618420,201018,0,Yes
618421,201018,2,Yes
618441,202344,0,No
618481,201018,1,Yes
618488,201018,0,Yes
618495,201124,5,Yes
618503,201018,0,Yes
618522,201018,0,Yes
618547,201018,1,Yes
618632,201124,11,Yes
618659,201018,0,Yes
618667,201018,0,Yes
618676,201018,0,Yes
618723,201018,5,Yes
524437,201018,0,Yes
618911,201234,1,Yes
618936,201018,0,Yes
618962,201018,0,Yes
618971,201018,0,Yes
618990,201018,0,Yes
619021,201018,0,Yes
619045,201018,0,Yes
619106,201124,0,Yes
619151,201018,0,Yes
619186,201018,1,No
619234,201018,4,No
619242,201018,0,Yes
619251,201018,7,Yes
534638,201018,0,Yes
619317,201018,0,Yes
619462,201018,3,Yes
619584,201018,1,Yes
619593,201018,4,Yes
386352,201018,1,Yes
619633,201018,0,Yes
619680,201128,0,Yes
619766,201018,0,Yes
619783,201018,1,Yes
619793,201124,0,Yes
619811,201018,0,Yes
619816,201018,6,Yes
619887,201018,2,Yes
619923,201018,0,Yes
619962,201018,4,Yes
620142,201018,0,Yes
620336,201018,0,Yes
620360,201018,22,No
620398,201018,0,Yes
620444,201018,2,Yes
620458,201124,1,Yes
620495,201124,8,No
620501,201018,0,No
620523,201344,0,Yes
620605,201018,0,Yes
620606,201018,0,Yes
620685,201018,5,Yes
620710,201018,0,Yes
620720,201018,2,Yes
620772,201234,1,Yes
620786,201018,4,No
620810,201124,0,Yes
620812,201018,0,Yes
620904,201018,4,Yes
620926,201018,0,Yes
621007,201018,0,Yes
621011,201018,10,Yes
621018,201124,10,No
621039,201018,13,Yes
616454,201018,0,Yes
621087,201018,1,Yes
621097,201018,0,Yes
621120,201018,10,No
621151,201018,2,Yes
621180,201124,0,Yes
621195,201018,1,Yes
621216,201124,3,Yes
621222,201018,0,Yes
621225,201018,1,Yes
621292,201018,0,Yes
621311,201018,0,Yes
621354,201018,3,Yes
621360,201128,1,Yes
621367,201018,1,Yes
621371,201018,1,Yes
621396,201018,2,Yes
621400,201018,5,No
621409,201124,2,Yes
621413,201018,0,Yes
621421,201124,0,Yes
621432,201124,5,Yes
621460,201018,1,Yes
621476,201018,0,Yes
621536,201018,1,Yes
621538,201018,0,Yes
621554,201124,3,No
621601,201018,4,Yes
621612,201018,1,Yes
621653,201018,0,Yes
621669,201018,1,Yes
621676,201018,0,Yes
621725,201018,2,No
621876,201018,9,Yes
621925,201018,5,No
621964,201018,3,Yes
621995,201124,0,Yes
622029,201018,0,Yes
622067,201124,1,Yes
622197,201018,2,No
622231,201124,0,Yes
622235,201124,0,Yes
622294,201018,0,Yes
622312,201234,7,No
622316,201018,0,Yes
622328,201018,0,Yes
622366,201124,1,Yes
622438,201018,0,Yes
622473,201124,8,No
622474,201018,1,Yes
622560,201018,4,Yes
622524,201018,0,No
622576,201018,0,Yes
622635,201018,1,Yes
622639,201018,0,Yes
622657,201018,1,Yes
622697,201018,5,Yes
622703,201018,0,Yes
622717,201018,2,Yes
622751,201018,5,No
622790,201234,0,Yes
622792,201018,3,Yes
622798,201018,0,Yes
622821,201128,10,No
622827,201128,0,Yes
524704,201018,0,Yes
622894,201018,0,Yes
623033,201018,0,Yes
623046,201124,1,Yes
623054,201454,3,Yes
623066,201018,0,No
623096,201018,0,Yes
623131,201018,0,Yes
623194,201018,0,Yes
623231,201018,0,Yes
623247,201018,4,Yes
623275,201018,6,Yes
623322,201018,0,Yes
623367,201018,2,Yes
623410,201018,0,Yes
623478,201018,0,Yes
623554,201018,2,Yes
623711,201018,0,Yes
623722,201128,0,Yes
623858,201124,0,Yes
623869,201018,0,Yes
623939,201124,1,No
624042,201018,0,Yes
624072,201018,0,Yes
624102,201018,0,Yes
624157,201018,0,Yes
624257,201124,0,Yes
624286,201018,1,Yes
624291,201018,0,Yes
624337,201128,7,Yes
624358,202234,0,No
624359,201018,1,Yes
624364,201018,0,Yes
526608,201018,0,Yes
624418,201018,1,Yes
624426,201018,1,Yes
624442,201124,0,Yes
624450,201234,0,Yes
624489,201124,3,No
624509,201018,10,No
624525,201124,1,Yes
624537,201124,0,Yes
624554,201018,5,Yes
624562,201018,1,Yes
624563,201018,0,Yes
624579,201018,0,Yes
624589,201018,1,Yes
624656,201018,4,Yes
624658,201344,0,Yes
624666,201018,0,Yes
624691,201018,0,Yes
624703,201018,2,Yes
624715,201128,10,No
624742,201018,0,Yes
624745,201018,0,Yes
624747,201018,0,Yes
624761,201018,0,Yes
624778,201018,0,Yes
624815,201018,0,Yes
624821,201124,0,Yes
624824,201018,2,Yes
624831,201124,4,Yes
624834,201124,0,No
624857,201018,0,Yes
624861,201018,2,Yes
624866,201018,0,Yes
624874,201018,1,Yes
624901,201018,1,Yes
524428,201018,1,Yes
624946,201018,0,Yes
624947,201018,4,Yes
624976,201018,0,Yes
624979,201018,1,Yes
624985,201124,1,Yes
625006,201018,0,Yes
625017,201458,7,Yes
625068,201018,0,Yes
338276,201018,0,Yes
625134,201018,3,Yes
625148,201018,0,Yes
625191,201018,1,Yes
625232,201018,1,Yes
625346,201234,0,Yes
625362,201018,7,No
625400,201018,5,Yes
625445,201018,3,Yes
625458,201018,0,Yes
625465,201018,5,Yes
625467,201018,7,Yes
625469,201018,0,Yes
625471,201018,0,Yes
625472,201018,9,Yes
625487,201018,5,Yes
625490,201018,1,Yes
625554,201018,0,Yes
625561,201018,0,Yes
625573,201128,14,No
625576,201018,0,Yes
625665,201018,0,Yes
624484,201018,0,Yes
625691,201234,0,Yes
625692,201458,2,No
625713,201018,0,Yes
625723,201018,0,Yes
524720,201018,1,Yes
625801,201018,0,Yes
625812,201124,0,No
625814,201348,0,No
625831,201128,0,Yes
625829,201018,0,Yes
625835,201018,0,Yes
625840,201018,0,Yes
625912,201124,0,No
625933,201018,1,Yes
625964,201124,0,Yes
626002,201018,0,Yes
626052,201018,10,No
626163,201018,0,Yes
626182,201018,0,Yes
626183,201018,0,Yes
626189,201018,11,No
626199,201018,4,Yes
626202,201018,0,Yes
626234,201018,1,Yes
626248,201018,0,Yes
626252,201124,1,Yes
626253,201018,7,No
626254,201234,2,No
626323,201018,0,Yes
626333,201124,0,Yes
626343,201124,1,No
626344,201018,1,Yes
626420,201018,2,No
626427,201018,1,Yes
626446,201018,1,Yes
626479,201018,4,Yes
626523,201018,10,No
626539,201018,0,Yes
626611,201018,2,Yes
626630,201018,0,Yes
626635,201234,2,Yes
626636,201018,7,Yes
626641,201018,0,Yes
626645,201018,0,Yes
626649,201124,0,Yes
626871,201018,2,Yes
626893,201018,0,Yes
626898,201018,2,Yes
626958,201018,0,Yes
626969,201018,0,Yes
627083,201124,0,Yes
627084,201124,1,Yes
627094,201124,0,No
627102,201018,0,Yes
627200,201238,0,Yes
627242,201018,0,Yes
627246,201018,0,Yes
627247,201018,0,Yes
627306,201018,3,No
627309,201124,1,Yes
627325,201018,1,Yes
627327,201018,0,Yes
627410,201018,0,Yes
627499,201124,1,Yes
627506,201018,0,Yes
627588,201018,2,Yes
627597,201018,0,Yes
627627,201018,0,Yes
627694,201018,0,Yes
627739,201128,0,Yes
627753,201018,2,Yes
627843,201234,2,No
627906,201018,0,Yes
627912,201018,2,No
627964,201018,2,Yes
627967,201344,1,No
628015,201018,10,Yes
628086,201018,3,Yes
628088,201018,3,Yes
628162,201018,7,Yes
628323,201018,2,Yes
628350,201124,4,Yes
628351,201018,3,Yes
628399,201018,2,Yes
628428,201018,0,Yes
628485,201894,14,No
628504,201124,0,Yes
628622,201018,2,Yes
628637,201124,1,Yes
628692,201018,0,Yes
628777,201018,3,Yes
628834,201018,0,Yes
628861,201128,0,Yes
628886,201344,0,Yes
628897,201124,0,Yes
628899,201234,3,No
628900,201454,4,No
628974,201018,0,Yes
629042,201018,0,Yes
629062,201018,11,No
629084,201018,6,No
629100,201018,0,Yes
629207,201018,10,Yes
629325,201124,0,Yes
629361,201018,0,Yes
629374,201458,0,Yes
629382,201018,0,Yes
629396,201018,0,Yes
629429,201018,2,Yes
629495,201018,5,Yes
629498,201018,0,Yes
629678,201018,0,Yes
629680,201128,0,Yes
629695,201018,3,No
629867,201018,0,Yes
629929,201018,3,Yes
629936,201018,0,Yes
629946,201018,0,Yes
629949,201018,0,No
629950,201348,0,Yes
629976,201234,0,Yes
629981,201018,2,Yes
629994,201348,1,Yes
629998,201128,0,Yes
630100,201018,1,Yes
630112,201018,0,Yes
630128,201018,0,No
630152,201124,3,No
630206,201018,0,Yes
630222,201124,0,No
630234,201238,0,Yes
630235,201674,0,Yes
630256,202344,0,No
630316,201018,0,Yes
630317,201018,1,Yes
630318,201018,3,Yes
630475,201124,0,Yes
630482,201454,2,Yes
630599,201124,1,Yes
630630,201018,0,Yes
630637,201018,0,Yes
630653,201018,1,Yes
630662,201018,0,Yes
630769,202124,6,No
630779,201124,2,Yes
630787,201124,0,Yes
630788,201784,1,Yes
630803,201124,0,Yes
630804,201124,0,Yes
630810,201018,1,Yes
630825,201124,1,Yes
630850,201018,3,Yes
593646,201018,1,Yes
630930,201018,1,Yes
631001,201018,15,No
631009,201018,1,Yes
631139,201234,0,Yes
631309,201018,0,Yes
631312,201124,4,Yes
631345,201124,0,Yes
631356,201018,0,Yes
631430,201018,1,Yes
631464,201454,0,Yes
631466,201234,0,Yes
631474,201018,2,Yes
631493,201018,0,Yes
631507,201018,0,No
631518,201124,0,Yes
631533,201674,0,Yes
631559,201018,0,Yes
631562,201018,1,Yes
631583,201018,0,Yes
631606,201124,0,Yes
631646,201124,0,Yes
631827,201018,0,Yes
631935,201018,2,Yes
631945,201018,14,No
632104,201018,2,Yes
632119,201124,1,Yes
632125,201234,0,Yes
632132,201018,4,Yes
632177,201018,0,Yes
632182,201018,0,Yes
632215,201234,0,Yes
632232,201018,4,Yes
632260,201128,2,Yes
632267,201018,0,Yes
632275,201348,1,Yes
632284,201564,0,Yes
632302,201018,0,Yes
632308,201454,1,Yes
632322,201234,0,Yes
632323,201238,3,Yes
632410,201018,0,Yes
632431,201564,0,Yes
632432,201124,0,Yes
632439,201018,4,Yes
632445,201784,1,Yes
632464,201124,0,Yes
632465,201454,0,Yes
632466,201124,0,Yes
632491,201234,2,No
632582,201784,1,No
632657,201018,0,Yes
632700,201018,1,Yes
632742,201128,1,Yes
632787,201018,3,No
632807,201018,0,Yes
632816,201018,0,Yes
632872,201234,0,Yes
633031,201018,0,No
633032,201018,0,Yes
633061,201018,2,No
633068,201018,0,No
633101,201124,8,Yes
633128,201018,1,Yes
633137,201018,2,Yes
633307,201124,0,Yes
633396,201018,0,Yes
633398,201124,8,No
633402,201018,0,Yes
633437,201018,0,Yes
633491,201018,6,Yes
633497,201018,2,Yes
633531,201018,0,Yes
633541,201018,0,Yes
633558,201018,1,Yes
633604,201018,0,Yes
289997,201018,0,Yes
633631,201018,0,Yes
633664,201238,0,Yes
633672,201018,5,Yes
633675,201018,1,Yes
633681,201018,0,Yes
633688,201018,2,No
633717,201018,22,No
633759,201124,2,Yes
633793,201018,3,Yes
633796,201018,1,Yes
633801,201018,0,Yes
633866,201238,5,No
633869,201018,0,Yes
633916,201344,0,Yes
633918,201018,0,Yes
633945,201124,0,Yes
633964,201128,4,No
633980,201018,0,Yes
633987,201018,0,Yes
633991,201018,18,Yes
634045,201564,1,Yes
634047,201018,0,Yes
634055,201124,1,Yes
634174,201018,1,No
634187,201018,1,Yes
634220,201018,4,Yes
634218,201018,0,Yes
634257,201018,0,Yes
634284,201018,0,Yes
634309,201018,0,Yes
634311,201018,1,Yes
634313,201018,2,Yes
634349,201124,2,Yes
634368,201344,0,No
634432,201018,11,No
634506,201018,0,Yes
634585,201018,0,Yes
634771,201124,2,Yes
634928,201018,0,Yes
635082,201124,2,Yes
635425,201018,1,Yes
635429,201018,0,Yes
635497,201018,0,Yes
635537,201018,0,Yes
635548,201124,0,Yes
635590,201128,0,Yes
635687,201018,0,Yes
635932,201124,0,Yes
635989,201018,11,Yes
636062,201018,0,Yes
636095,202344,0,No
636151,201018,4,No
636185,201018,0,Yes
636208,201124,0,Yes
636239,201018,0,Yes
636245,201018,0,Yes
636340,201018,0,Yes
636352,201234,2,Yes
636364,201128,0,Yes
636365,201018,0,Yes
636394,201018,3,Yes
636510,201018,8,Yes
636516,201124,0,Yes
636625,201018,0,Yes
636888,201018,1,Yes
637027,201018,0,Yes
637033,201018,0,Yes
530625,201018,0,Yes
637189,201018,0,Yes
637215,201124,3,Yes
637219,201018,1,Yes
637344,201018,0,Yes
637376,201018,1,Yes
637441,201018,1,Yes
637500,201018,0,Yes
637508,201234,2,Yes
637510,201564,1,Yes
637525,201018,8,Yes
637552,201018,0,Yes
