UID,TERM,NON_PLU_SCHOLARSHIP,GRADUATED
1286383,201894,9101.0,Yes
1286525,201894,7503.0,Yes
1271565,201894,2673.0,Yes
1288050,201894,9093.0,Yes
1288137,201894,8418.0,Yes
1287936,202014,487.0,No
1288249,201894,8325.0,Yes
1288341,201904,3523.0,No
1288503,201898,3104.0,Yes
1288507,201894,5953.0,Yes
1288508,201894,9501.0,No
1288330,201894,8776.0,Yes
1288790,201894,4016.0,Yes
1288794,201894,9668.0,Yes
1271366,201894,4532.0,Yes
1288771,201894,3548.0,No
1288251,201894,9501.0,No
1288252,201894,6119.0,Yes
1288318,201894,3548.0,Yes
1288754,201904,9505.0,No
1288738,201894,8393.0,No
1288779,201894,3874.0,Yes
1289150,201894,1623.0,No
1289163,201894,7976.0,Yes
1288899,201904,7876.0,No
1288892,201898,1773.0,Yes
1289101,201894,7043.0,Yes
1289102,201894,8100.0,Yes
1289105,201894,3523.0,No
1289167,201894,9501.0,No
1289172,201898,0.0,No
1289177,201894,1523.0,Yes
1289180,201894,9668.0,No
1289192,201894,8325.0,Yes
1289250,201894,6032.0,No
1290427,201894,1123.0,No
1290564,201894,3548.0,No
1290542,201894,923.0,No
1290946,202014,8543.0,Yes
1290608,201904,829.0,No
1201739,201894,2623.0,Yes
1296634,202124,487.0,No
1302673,201904,7893.0,Yes
1305840,201894,8418.0,Yes
1305837,201894,2823.0,No
1309423,202344,8793.0,No
1309619,202014,3673.0,Yes
1312683,201908,9549.0,Yes
1313570,201894,8476.0,No
1313629,201894,9501.0,Yes
1313184,202124,9276.0,Yes
1314754,202014,9626.0,Yes
1315185,201904,8468.0,Yes
1315247,202014,8143.0,Yes
1315402,201894,6936.0,No
1315414,201894,2123.0,Yes
1315747,201894,3523.0,Yes
1315999,201894,6892.0,Yes
1316374,201894,2923.0,Yes
1315958,201894,8018.0,No
1316384,202014,7368.0,No
1316000,201894,9581.0,Yes
1315935,201894,5272.0,Yes
1316356,201894,3409.0,No
1316221,201894,4777.0,Yes
1316234,201898,6131.0,No
1316260,202124,487.0,No
1453587,201904,9151.0,Yes
1453821,201904,2922.0,Yes
1317851,201904,8418.0,No
1317899,202014,487.0,No
1317455,202014,9626.0,No
1318803,201894,8238.0,No
1318160,201904,8176.0,Yes
1319321,201904,8468.0,Yes
1319348,201904,5538.0,Yes
1318798,201904,823.0,Yes
1318890,201894,3548.0,Yes
1318892,201894,6682.0,Yes
1318894,201894,8325.0,Yes
1319231,202014,9626.0,No
1319239,202014,7951.0,No
1319703,201894,5272.0,Yes
1319718,201904,8043.0,No
1279112,201894,7343.0,Yes
1320249,201894,8361.0,Yes
1319681,201894,9174.0,Yes
1320279,201894,7962.0,No
1319806,202344,8918.0,No
1320141,201894,8299.0,Yes
1320027,201894,3548.0,Yes
1320306,202234,487.0,No
1320846,201894,9501.0,No
1320921,201904,3458.0,Yes
1320625,201894,9101.0,Yes
1320971,202014,5007.0,No
1321043,201904,5098.0,No
1320429,201904,8226.0,No
1321764,201904,1273.0,Yes
1286394,202014,487.0,No
1322212,202014,1193.0,No
1322456,201894,8475.0,Yes
1322351,201904,6976.0,No
1322739,201904,3409.0,Yes
1322798,201894,5707.0,Yes
1322895,201904,5098.0,No
1322720,201894,8418.0,No
1322960,202014,4420.0,No
1322737,201904,3165.0,Yes
1323861,201904,10326.0,Yes
1323869,201904,10799.0,No
1323875,201904,7203.0,No
1324078,201894,3548.0,No
1324125,201904,9551.0,No
1324037,202124,6393.0,No
1323541,202014,8351.0,No
1323594,202014,487.0,No
1323615,202124,1015.0,No
1323631,202124,12201.0,No
1324974,201904,9551.0,No
1324294,202014,9626.0,No
1324406,201904,7945.0,Yes
1324582,202124,3748.0,No
1324643,202344,487.0,No
1324274,202014,7851.0,No
1324277,201904,9151.0,No
1324442,201908,3598.0,No
1315681,201898,8417.0,Yes
1325669,201904,3598.0,No
1325690,201904,10401.0,No
1325703,201904,1250.0,No
1325708,201904,10755.0,Yes
1218516,201904,8876.0,No
775665,201894,9501.0,Yes
1325740,202014,159.0,No
1325780,201894,3173.0,Yes
1325238,201904,1223.0,No
1325265,201904,5098.0,Yes
1326156,202014,8543.0,No
1326170,201904,9551.0,No
1326457,202014,3673.0,No
1326458,201894,1223.0,Yes
1326074,201894,7341.0,No
1326029,201904,3598.0,Yes
1326287,201904,3023.0,Yes
1325895,201894,8418.0,No
1326787,201894,5096.0,Yes
1271381,201904,3573.0,No
1326945,202124,1701.64,Yes
1327267,201904,6120.0,No
1327272,201908,10549.0,Yes
1327299,201904,7203.0,Yes
1462699,202014,5173.0,No
1327320,201904,8126.0,Yes
1327246,201894,9501.0,No
1327022,201904,6632.0,Yes
1327025,201898,2373.0,No
1327557,201894,1123.0,Yes
1327770,201904,5288.0,No
1328583,201904,1273.0,No
1328631,201904,3573.0,No
1329127,201904,8125.0,No
1329144,201904,4339.0,No
1069679,201904,9026.0,Yes
1328810,201904,10755.0,Yes
1322268,201898,3548.0,Yes
1328920,201894,7003.0,Yes
1328836,201904,0.0,Yes
1329102,202014,500.0,No
1329113,201904,2223.0,No
1083821,201904,2973.0,No
1328894,201908,8467.0,No
1330204,202124,2781.4,No
1329838,201904,8025.0,No
1329924,202014,0.0,No
1330285,202344,8097.0,No
1329630,201904,2435.0,No
1330724,202124,5520.0,No
1330818,202014,10851.0,No
1330897,201904,9551.0,Yes
1330912,202014,9551.0,No
1330936,202344,11572.0,No
1330371,202124,7243.0,Yes
1330415,202234,2435.0,No
1330696,202124,487.0,No
1331061,201904,7526.0,No
1324821,201904,4332.0,No
1536650,202014,5173.0,No
1331195,202344,1193.0,No
1331291,201894,3123.0,No
1332362,202128,9699.0,No
1332648,202124,15.0,No
1332708,202124,1193.0,No
1332371,202014,9626.0,Yes
1331939,201904,8476.0,Yes
1331945,201904,10401.0,Yes
1332193,202014,9626.0,Yes
1332384,202014,9626.0,No
1333245,201904,9551.0,No
1332881,201904,7976.0,No
1327421,201904,3598.0,No
1333771,202234,487.0,No
1335683,201904,8468.0,Yes
1335334,201904,9505.0,No
1335635,201904,9151.0,Yes
1335645,201904,9151.0,No
1333120,201894,8418.0,No
1335900,201894,3548.0,No
1199171,202014,487.0,Yes
1335271,201904,8468.0,Yes
1336433,201904,6643.0,No
1336414,201904,6843.0,Yes
1336422,201904,3808.0,No
1337996,202018,9388.05,No
1339051,202014,9626.0,No
1343520,201904,1666.0,No
1346575,202128,9462.0,No
1346625,201904,5588.0,No
1347080,201904,8226.0,No
1347992,201904,2435.0,Yes
1350784,201904,6120.0,No
1355940,201904,7493.0,No
1356792,201904,2473.0,No
1356461,201904,9551.0,No
1357805,202234,7620.0,No
1357903,201904,9176.0,Yes
1358837,201904,1923.0,No
1361898,202014,6768.0,No
1362621,201904,9551.0,Yes
1365234,201904,10401.0,No
1365536,201904,2435.0,No
1367944,201904,7993.0,No
1370744,201904,1073.0,No
1371449,202014,10876.0,Yes
1371138,201904,7575.0,Yes
1371188,201904,9551.0,Yes
1372640,201904,9505.0,No
1373273,201904,3708.0,Yes
1376588,202124,1193.0,No
1379238,202124,8291.05,Yes
1379577,201904,8976.0,No
1382020,201904,9076.0,Yes
1383591,202344,5943.0,No
1383191,201904,10401.0,No
1385506,202344,5641.0,No
1385557,201904,8876.0,No
1386492,201904,9552.0,Yes
1335708,201904,8468.0,No
1387355,201904,9551.0,Yes
1389479,201904,7007.0,Yes
1391559,201904,7993.0,Yes
1392896,201904,9226.0,No
1397673,201904,9151.0,Yes
1399813,201904,8776.0,Yes
1401631,201904,3598.0,No
1401354,201904,1723.0,No
1402903,201904,8443.0,Yes
1404801,202344,3173.0,No
1406331,202014,487.0,Yes
1407654,202344,8097.0,No
1408216,202124,5893.0,Yes
1411483,202014,487.0,No
1411061,202014,487.0,No
1412180,202014,1348.0,No
1411686,202014,2898.0,No
1412257,202014,487.0,No
1413155,202014,487.0,No
1413180,202014,9626.0,No
1413480,202124,9701.0,No
1414550,202014,5173.0,No
1414569,202014,3673.0,No
1414771,202014,487.0,No
1415303,202344,9872.0,No
1416911,202014,487.0,Yes
1417367,202014,9626.0,No
1418706,202014,8751.0,No
1419640,202014,7518.0,No
1419804,202344,5120.0,No
1421575,202014,2435.0,Yes
1422497,202014,0.0,No
1422512,202014,3648.0,No
1423607,202014,7251.0,Yes
1424635,202014,4471.0,Yes
1426429,202014,11126.0,No
1429188,201904,3598.0,No
1431668,201904,10176.0,Yes
1433599,201904,7626.0,No
1428842,201904,5098.0,Yes
1436459,201904,4308.0,No
1436605,201904,8375.0,No
1440413,201904,8043.0,Yes
1441544,201904,8468.0,No
1441578,201904,8468.0,Yes
1441639,202014,9626.0,No
1441912,201898,3547.0,Yes
1442234,202014,9626.0,No
1442620,201904,9176.0,No
1442651,202124,8618.0,No
1442912,201904,3598.0,No
1442476,201904,9526.0,Yes
1442623,202124,7526.0,Yes
1442832,201904,3023.0,Yes
1443753,201904,9551.0,Yes
1443007,202014,6453.0,No
1443256,201904,1123.0,Yes
1443042,201904,3598.0,No
1443157,202014,9626.0,No
1443317,202014,4870.0,No
1443145,201904,10401.0,Yes
1443344,202234,7248.0,No
1443363,202014,9626.0,No
1443368,202014,9626.0,No
1443373,202124,7176.0,No
1443546,202014,8551.0,Yes
1443616,201904,3473.0,No
1443506,201904,1250.0,Yes
1443678,202124,6167.25,No
1443726,201904,8126.0,No
1444375,202014,8951.0,No
1272055,202234,487.0,No
1444433,201904,2523.0,Yes
1444009,201904,829.0,Yes
1444058,202014,9626.0,No
1443856,201904,10401.0,Yes
1443963,201904,5953.0,No
1444346,202014,10876.0,No
1444357,202014,9626.0,No
1444359,202014,9626.0,No
1445193,201908,9149.0,No
1331441,202014,9626.0,No
1331440,202234,8918.0,No
1444676,202124,10661.7,No
1444773,202234,7393.0,No
1444909,201904,7476.0,No
1445059,201898,2173.0,No
1445486,202014,8018.0,No
1446156,201904,3098.0,No
1324966,201904,8468.0,Yes
1547601,202014,9626.0,No
1548185,202014,487.0,No
1446466,201904,9151.0,No
1446273,201904,10801.0,No
1446569,201904,9551.0,Yes
1446627,202014,9626.0,No
1446446,202124,8461.0,No
1446734,201904,9551.0,No
1446334,201904,7214.0,No
1446562,202014,5953.0,No
1446298,202014,5953.0,No
1446722,201904,3423.0,No
1447100,201904,8776.0,Yes
1447615,201904,7993.0,Yes
1447618,201904,2173.0,No
1447122,202014,6968.0,No
1447242,201904,9125.0,Yes
1447295,202234,487.0,No
1447333,202014,8543.0,No
1447428,202234,5999.0,No
1447438,202234,11103.0,No
1447207,202124,8618.0,No
1447472,202234,9947.0,No
1447494,202344,8868.0,No
1447643,201904,9151.0,No
1332769,201904,7498.0,Yes
1447346,202014,6218.0,No
1447372,202124,7203.0,No
1447535,201904,9476.0,No
1447233,202014,9626.0,No
1447235,202014,5953.0,No
763627,201904,923.0,No
1448258,201904,9505.0,No
1447969,202014,9001.0,No
1448078,201904,8076.0,No
1448194,201904,10876.0,Yes
1448390,202124,487.0,Yes
1448455,202124,487.0,No
1448314,201904,6593.0,Yes
1448290,201904,3598.0,Yes
1448406,201904,8176.0,No
1449006,201908,4438.0,Yes
1448492,202014,3798.0,No
1442646,202014,2922.0,No
1448624,201904,5098.0,Yes
1448820,201904,3598.0,Yes
1550014,202014,7203.0,No
1449030,202124,7976.0,No
1449102,202124,8076.0,No
1449249,201904,923.0,Yes
1532785,202014,8543.0,Yes
1449750,201904,8726.0,No
1449758,201904,5376.26,Yes
1449759,201904,9551.0,Yes
1449335,201904,3598.0,No
1449345,202238,8692.0,No
1449351,201904,2435.0,Yes
1449386,201904,9505.0,Yes
1449248,201904,7226.0,No
1449795,201904,9151.0,No
1447546,201908,8467.0,Yes
1450589,201904,8468.0,No
1450017,201904,5953.0,Yes
1450036,202124,9701.0,No
1450222,201904,3598.0,No
1450223,201904,8468.0,Yes
1449942,201908,1323.0,Yes
1450593,201904,4353.0,Yes
1447629,202014,8543.0,Yes
1450113,201904,3598.0,Yes
1451001,202014,1193.0,No
1451340,201904,1073.0,No
1451341,201904,9549.0,No
1451373,201904,1223.0,Yes
1451378,201904,7493.0,Yes
1451379,202014,8543.0,Yes
1451380,201904,4062.0,Yes
1451383,201908,3665.0,Yes
1450754,202014,8534.0,Yes
1450766,202014,2948.0,No
1451024,202238,487.0,No
1451031,201904,9126.0,Yes
1451293,201904,9551.0,Yes
1451308,201904,8468.0,Yes
1451355,202014,8543.0,No
1452026,201904,1373.0,No
1550874,202124,22.02,No
1451612,202344,10247.0,No
1451459,202014,487.0,No
1451655,201904,9551.0,No
1451927,201904,1250.0,No
1452506,201904,0.0,Yes
1452675,202014,9626.0,No
1452677,201904,3598.0,No
1452239,202014,9626.0,No
1452230,201908,8876.0,Yes
1452427,201904,3598.0,No
1452441,201904,3333.0,No
1452849,202014,8851.0,Yes
1452593,202014,9626.0,Yes
1452625,202014,6751.0,No
1687507,202234,487.0,No
1452668,201904,2922.0,No
1452860,202014,487.0,No
1452416,201908,0.0,Yes
1452417,201904,7380.4,No
1452808,202014,3448.0,No
1453530,201904,1923.0,Yes
1453091,202014,487.0,No
1453345,201904,9551.0,No
1453025,201908,9468.0,Yes
1453572,201904,5952.0,No
1453531,201908,8467.0,Yes
1451102,201904,4870.0,No
1452301,201904,8468.0,Yes
1452414,201904,8468.0,Yes
1453422,202234,9122.0,No
1453267,202234,9318.0,No
1453542,202014,8018.0,No
1452907,202014,9626.0,No
1453299,202124,487.0,No
1453660,201904,1473.0,Yes
1453846,201904,8468.0,Yes
1453901,202124,5953.0,No
1453928,202128,8226.0,No
1453970,202014,8543.0,No
1453779,202344,487.0,No
1453783,202018,2951.59,No
1455043,201904,3423.0,No
725932,201238,5251.0,Yes
1454934,201904,4108.0,No
1455014,202014,1693.0,No
1452276,201904,2435.0,Yes
1455790,202014,9626.0,No
1455149,201904,2523.0,No
1455283,201904,2723.0,Yes
1455140,201908,3165.0,Yes
1455332,201908,9467.0,Yes
1455333,201904,3598.0,No
1455337,201904,9551.0,No
1455935,201904,3598.0,No
1455920,201904,3023.0,Yes
1455356,201904,3165.0,Yes
1280952,201908,8467.0,No
1455950,201904,3409.0,Yes
1455890,202014,7851.0,No
1455891,202014,9626.0,No
1455900,201904,8468.0,Yes
1455914,201904,8468.0,Yes
1456475,202124,8618.0,No
1456533,202014,7001.0,No
1457276,202124,1701.64,No
1456883,202124,1923.0,No
1457023,202344,487.0,No
1457506,202234,1193.0,No
1457564,202124,9426.0,No
1457876,202234,9547.0,No
1458759,201904,9126.0,No
1458760,202014,8543.0,No
1458762,201904,6532.0,Yes
1458592,201904,5432.0,No
1458619,201904,7343.0,No
1458386,202234,487.0,No
1458523,202124,3023.0,No
1458547,202124,3748.0,No
1459119,202014,1193.0,No
1459233,202014,8601.0,No
1460518,202014,9351.0,No
1460064,202014,9626.0,No
1461022,202014,9626.0,No
1461044,202014,8401.0,No
1461047,202014,7901.0,No
1460902,202014,487.0,No
1461458,202124,7443.0,Yes
1460797,201904,1323.0,No
1461262,202014,9626.0,Yes
1461266,202014,487.0,No
1460792,202014,5953.0,No
1461715,202124,3748.0,No
1461588,202014,8543.0,No
1459114,201904,8468.0,Yes
1462125,202014,487.0,Yes
1461669,202014,9151.0,No
1461808,202234,5370.0,No
1462989,202014,9626.0,No
1462993,202014,9251.0,No
1462430,202124,2435.0,No
1462431,202014,7951.0,No
1462467,202014,7901.0,No
1462572,202124,487.0,No
1462558,202234,2435.0,No
1462606,202124,1273.0,No
1462536,202014,487.0,No
1462749,201904,8443.0,Yes
715146,201124,500.0,Yes
1462953,202014,2435.0,No
1463089,202014,8301.0,No
1463280,202014,7868.0,Yes
1463387,202014,500.0,No
1463316,201904,1873.0,Yes
1463400,202014,8201.0,No
1458856,202124,8033.0,No
1463842,202014,8543.0,No
1467551,202014,9601.0,No
1469904,202014,2922.0,No
1470306,202124,9701.0,No
1472047,202234,9318.0,No
1201828,202124,487.0,Yes
1474838,202344,0.0,No
1476846,202014,9626.0,No
1477456,202014,9626.0,No
1478994,202124,487.0,No
1479367,202344,9922.0,No
1482804,202014,5220.0,No
1483453,202124,7043.0,No
1483715,202124,9701.0,No
1484494,202014,487.0,No
1485463,202124,5832.0,Yes
1486258,202014,9626.0,No
1486577,202014,7051.0,No
1487932,202018,9624.0,No
1488919,202014,3533.0,No
1490312,202014,5953.0,No
1490904,202124,487.0,No
1491492,202014,7600.0,No
1491647,202014,487.0,No
1492105,202014,2435.0,No
1492172,202344,4238.0,No
1492250,202014,487.0,No
1496725,202124,9126.0,No
1496501,202014,3422.0,No
1496552,202014,5953.0,No
1497716,202124,14483.99,No
1502094,202124,4782.99,No
1503723,202124,1737.0,No
1504568,202124,487.0,No
1506161,202014,9626.0,No
1507386,202124,9426.0,No
1507492,202234,10871.0,No
1508649,202014,4620.0,No
1508987,202014,1193.0,No
1509518,202014,8401.0,No
1513143,202124,487.0,No
1513206,202014,3433.0,No
1513978,202124,5258.0,No
1515219,202234,9193.0,No
1514612,202124,14235.0,No
1515533,202014,8543.0,No
1516465,202014,8233.0,No
1519652,202124,7126.0,No
1520759,202124,2500.0,Yes
1521132,202124,487.0,Yes
1524629,202124,487.0,No
1526561,202124,487.0,No
1527292,202124,9701.0,No
1526954,202014,7818.0,No
1531525,202014,8143.0,No
1531753,202014,487.0,Yes
1532176,201904,8468.0,Yes
1532528,202124,8176.0,No
1532655,201904,9151.0,No
1532752,202014,4033.0,No
1532154,202014,8543.0,Yes
1532252,201904,8468.0,Yes
1532422,202124,5982.0,No
1532441,201904,3165.0,No
1532210,201904,9151.0,No
1533399,202234,9947.0,No
1533402,202124,487.0,No
1532791,202014,2498.0,No
1533494,202014,8351.0,No
1533002,202014,1193.0,No
1533018,201904,9551.0,Yes
1533156,202234,10522.0,No
727644,201564,7666.0,Yes
1533935,202014,2241.0,No
1534018,202014,8543.0,No
1534129,202014,1193.0,No
1533715,202014,9626.0,No
1533738,202344,487.0,No
1533775,202234,9272.0,No
1533864,202234,8314.0,No
1533994,202124,8243.0,No
1533997,201908,8893.0,Yes
1534319,202124,5345.0,Yes
1535593,202234,8971.0,No
1535657,201908,8442.0,Yes
1535830,202124,2894.64,No
1535680,202014,3673.0,No
1273233,202014,8543.0,Yes
1535915,202124,1193.0,No
1535870,202124,11030.27,No
1536852,202014,487.0,No
1542586,201908,8467.0,Yes
1542931,202014,9301.0,No
1542631,202014,5173.0,No
1543025,202014,7751.0,No
683393,201128,500.0,Yes
1756904,202234,5448.0,No
1542740,202014,487.0,Yes
1542747,202014,1193.0,No
1543415,202014,948.0,No
1543901,202014,9626.0,No
1543956,202014,7318.0,No
1543933,202014,0.0,No
1544040,202124,9701.0,No
1544102,202014,2698.0,Yes
1544158,202014,487.0,No
1757378,202234,8922.0,No
1544188,202014,8543.0,No
1544279,202124,4058.0,No
1544280,202124,3409.0,No
1544454,202124,465.0,No
1545097,202014,487.0,No
1545098,202014,8851.0,No
1545190,202014,4870.0,No
1544697,202014,8518.0,No
1544748,202014,7573.0,No
1544887,202014,1698.0,No
1544659,202014,9626.0,No
1544535,202124,1701.64,No
1544812,202014,9626.0,No
1545070,202014,9626.0,No
1544743,202234,2443.0,No
1545137,202014,2548.0,No
1544862,202344,2473.0,No
1334020,202014,487.0,No
1545193,202014,2348.0,Yes
1544668,202124,487.0,No
1544985,201908,8468.0,No
1544987,202124,6432.0,No
1605205,202124,10967.75,No
1545182,202344,6124.0,No
1545235,202014,500.0,No
1545280,202124,8618.0,No
1545911,202014,9626.0,No
1546050,202124,2965.83,No
1545854,202014,3048.0,No
1545291,202124,8618.0,No
1545886,202014,11043.0,Yes
1545815,202234,2873.0,No
1545839,202014,487.0,No
1546090,202014,9626.0,No
1546236,202014,3673.0,No
1546385,202124,7526.0,No
1643896,202128,4869.0,No
1546806,202234,9946.0,No
1546379,202014,9626.0,No
1546216,202014,8851.0,No
1546288,202014,2798.0,No
1546120,202014,7751.0,Yes
1546231,202014,8901.0,No
1546863,202014,487.0,No
1546958,202124,9701.0,No
1547340,202124,9676.0,No
1547441,202014,7733.0,No
1547649,202014,8651.0,Yes
1548061,202014,1248.0,No
1547559,202014,9151.0,No
1548191,202014,9626.0,No
1548213,202124,11717.5,No
1548247,202234,487.0,No
1547636,202014,3933.0,Yes
1547638,202124,9701.0,No
1547723,201908,9549.0,Yes
1548417,202124,487.0,No
1548484,202344,9497.0,No
1548630,202014,9401.0,No
1548638,202014,487.0,No
1548260,202344,8097.0,No
1548270,202234,9772.0,No
1548280,202344,8347.0,No
1548281,202234,8143.0,No
1548288,202344,9068.0,No
1548289,202014,9151.0,No
1548496,202014,9626.0,No
1548498,202014,8543.0,No
1548507,202014,7168.0,No
1548520,202014,2598.0,No
1548747,202124,9701.0,No
1548524,201908,8468.0,Yes
1548615,202014,9626.0,No
1548816,202014,9626.0,No
1548572,202014,6568.0,No
1548830,202124,8176.0,No
1548838,202124,9701.0,No
1548848,202124,5530.0,No
1548178,202014,10799.0,No
1548861,202124,11136.01,No
1651295,202018,3673.0,No
1549062,202124,10566.26,No
1549793,202014,500.0,No
1549824,202014,9626.0,No
1549828,202014,8518.0,No
1549476,202014,487.0,No
1325738,201908,8467.0,Yes
1549259,202124,8618.0,No
1549528,202124,9701.0,No
1549737,202014,8051.0,No
1549512,202124,9701.0,No
1549518,202124,9701.0,No
1550325,202014,0.0,No
1550333,202014,9626.0,No
1549879,202014,7501.0,No
1549886,202124,12701.0,No
1549937,202014,487.0,No
1280770,202014,5220.0,No
1549994,202014,8101.0,No
1549995,202014,9626.0,No
1549950,202014,2435.0,No
1550032,202014,487.0,No
1550034,202014,2759.0,No
1550192,202234,5998.0,No
1653215,202124,1701.64,No
1278049,202014,6143.0,No
1550769,202234,7871.0,No
1551846,202014,3673.0,No
1552003,202124,7926.0,No
1552025,202234,9093.0,No
1552082,202014,5953.0,No
1552088,202014,10876.0,No
1551700,202014,8543.0,No
1551707,202014,8251.0,No
1551709,202014,3673.0,No
1656682,202124,8218.0,No
1552181,202014,8551.0,No
1551882,202014,7318.0,No
1551886,202124,9868.0,No
1552039,202014,8543.0,No
1552042,202014,5953.0,No
1552061,202018,9624.0,No
1552067,202014,9451.0,No
1552074,202124,10951.0,No
1551477,202124,9526.0,No
1551554,202234,9947.0,No
1551665,202124,7726.0,No
1551684,201908,2073.0,No
1551687,202014,9626.0,No
1552246,202014,8143.0,Yes
1552297,202124,9518.0,No
1279738,202124,487.0,No
1552458,202128,8617.0,No
1552567,202014,8543.0,No
1552215,202238,487.0,No
1552621,202014,9626.0,Yes
1552810,202014,7868.0,No
1552353,202014,4270.0,No
1552881,202014,9626.0,No
1552887,202014,2435.0,No
1552890,202014,2435.0,No
1553050,202234,5998.0,No
1553272,202124,8676.0,No
1549479,202014,7901.0,No
1553213,202014,1248.0,No
1553225,202018,8799.0,No
1553229,202014,3648.0,No
1553189,202128,487.0,No
1553586,202014,8543.0,No
1553623,202014,9626.0,No
1553114,202014,8543.0,Yes
1553293,202124,9626.0,No
1553525,202124,9701.0,Yes
1553668,202128,8617.0,No
1553727,202014,9626.0,No
1553733,202014,8543.0,Yes
1553448,202124,10537.3,No
1553455,202128,2921.0,No
1553707,202014,8543.0,No
1554186,202124,1701.64,No
1554221,202014,3673.0,Yes
1554279,202014,8201.0,No
1554322,202014,3673.0,No
1554373,202014,5270.0,Yes
1554375,202014,487.0,No
1554407,202014,7401.0,Yes
1554503,202124,8618.0,Yes
1554463,202014,8901.0,No
1685676,202238,5943.0,No
1554461,202014,487.0,No
1554557,202014,4283.0,Yes
1554215,202014,4870.0,Yes
1322513,202124,7093.0,No
1661727,202124,9379.25,No
1554319,202014,4470.0,No
1554320,202014,2922.0,Yes
1554456,202124,6843.0,No
1553964,202014,487.0,Yes
1554693,202014,9626.0,No
1555022,202014,2748.0,No
1555034,202014,1193.0,No
1555110,202234,9947.0,No
1554803,202014,8542.0,No
1555282,202014,5918.0,Yes
1555375,202124,8426.0,No
1555198,202014,8542.0,No
1554982,202014,9626.0,No
1554999,202014,8543.0,No
1555415,202238,9317.0,No
1548593,202014,2435.0,Yes
1555448,202234,9947.0,No
1555425,202014,8543.0,No
1559060,202124,2023.0,No
1559965,202344,9497.0,No
1560615,202014,3673.0,No
1555345,202014,9626.0,Yes
1560573,202124,3723.0,No
1447632,202014,0.0,No
1560193,202234,5998.0,No
1555332,202014,487.0,Yes
1560201,202014,487.0,Yes
1560449,202014,8218.0,Yes
1560474,202124,13400.99,No
1560478,202124,9701.0,No
1561492,202014,487.0,Yes
1561280,202124,9701.0,No
1561032,202124,9226.0,No
1561207,202124,7193.0,No
1281207,202014,3909.0,No
1562231,202014,8543.0,No
1562948,202014,8351.0,Yes
1562949,202014,8143.0,Yes
1562809,202018,9224.0,Yes
1692459,202124,6993.0,No
1562376,202014,6207.0,Yes
1562380,202124,10763.27,No
1562399,202124,6976.0,No
1562674,202124,7969.27,No
1562682,202344,8901.0,No
1562781,202344,8743.0,No
1563701,202014,9626.0,No
1563270,202014,2898.0,Yes
1563326,202014,0.0,Yes
1563596,202014,2948.0,No
1563600,202124,8618.0,No
1563550,202238,6833.0,No
1563398,202234,3173.0,No
1563766,202124,13400.99,No
1564396,202124,9701.0,No
1564302,202234,9318.0,No
1563853,202014,4620.0,No
1564047,202124,8143.0,No
1563979,202128,8123.0,No
1563994,202124,10951.0,No
1565047,202124,9701.0,No
1565067,202124,9701.0,No
1564962,202014,487.0,Yes
1565102,202124,1193.0,No
1565574,202124,9701.0,No
1565851,202124,7876.0,No
1565510,202014,8543.0,No
1566204,202124,5248.0,No
1567004,202234,3948.0,No
1567413,202234,9318.0,No
1567723,202124,8126.0,No
1567443,202234,487.0,No
1567647,202344,1193.0,No
1567812,202234,9372.0,No
1568198,202124,9701.0,No
1568582,202234,2823.0,No
1568066,202234,487.0,No
1568071,202124,7157.0,Yes
1568086,202344,5120.0,No
1568455,202234,8622.0,No
1568314,202124,9701.0,No
1568347,202234,5998.0,No
1755580,202234,8422.0,No
1570012,202124,8618.0,Yes
1569608,202344,487.0,No
1569537,202014,2922.0,No
1569570,202014,9601.0,No
1569485,202234,487.0,No
1570360,202014,1848.0,No
1756059,202234,7243.0,No
1570805,202124,261.0,No
1756551,202234,8543.0,No
1571566,202234,2922.0,No
1571497,202124,8618.0,No
1571192,202234,6971.0,No
1571208,202124,9868.0,No
1571217,202124,487.0,Yes
1571596,202234,487.0,No
1757239,202238,8917.0,No
1571139,202124,2023.0,No
1571882,202124,5060.27,No
1571753,202124,9676.0,No
1573048,202238,1250.0,No
1573356,202124,2435.0,No
1574414,202234,9318.0,No
1575227,202234,9947.0,No
1577472,202344,9922.0,No
1578514,202124,487.0,No
1578831,202234,6793.0,No
1578835,202124,1193.0,No
1579362,202234,9318.0,No
1579434,202234,6795.0,No
1571642,202014,8543.0,Yes
1581903,202124,487.0,No
1582808,202234,487.0,No
1587161,202234,5998.0,No
1590778,202124,7326.0,No
1592079,202124,1701.64,No
1592740,202234,487.0,No
1592486,202124,9701.0,No
1594164,202234,5998.0,No
1595666,202234,5448.0,No
1596028,202234,1193.0,No
1597140,202234,9318.0,No
1600908,202124,9676.0,No
1602447,202124,8926.0,No
1604347,202128,9699.0,No
1604392,202124,487.0,No
1604456,202124,6538.5,No
1607947,202124,8226.0,No
1608052,202234,9547.0,No
1607624,202234,4454.0,No
1607778,202124,8226.0,No
1610951,202234,5999.0,No
1612504,202234,9472.0,No
1612749,202234,3685.0,No
1613411,202124,487.0,No
1613420,202124,3758.0,No
1615500,202124,2435.0,No
1616820,202234,2443.0,No
1619384,202234,2922.0,No
1620379,202344,487.0,No
1621034,202234,9947.0,No
1621975,202124,9701.0,No
1626353,202234,8371.0,No
1626814,202234,9947.0,No
1629292,202124,9701.0,No
1630078,202234,7872.0,No
1630558,202234,9272.0,No
